ID,Severity,Bug Description,Source File,Source File URL,Test File,Test File URL,Why This Severity,Status,Related INC,Jira Ticket
11,CRITICAL,Admin endpoints: any admin scope grants ALL admin operations,src/middleware/admin.js,https://github.com/icanbwell/fhir-server/blob/main/src/middleware/admin.js,src/tests/unit/middleware/adminAuthorizationGaps.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/middleware/adminAuthorizationGaps.test.js,admin/export.read grants deletePerson/invalidateCache/synchronizeIndexes,Open,,
12,CRITICAL,Kafka change events lack tenant metadata — downstream processors cannot enforce tenant boundaries,src/utils/changeEventProducer.js,https://github.com/icanbwell/fhir-server/blob/main/src/utils/changeEventProducer.js,src/tests/unit/operations/subscription/webhookPhiLeakage.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/operations/subscription/webhookPhiLeakage.test.js,PHI published to shared Kafka topic without owner/tenant identifier,Open,,
13,HIGH,BulkDataExportRunner uses wrong resourceType for security filtering + missing tenant ownership on ExportStatus,src/operations/export/bulkDataExportRunner.js,https://github.com/icanbwell/fhir-server/blob/main/src/operations/export/bulkDataExportRunner.js,src/tests/unit/operations/export/bulkDataExportRunner.crossTenant.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/operations/export/bulkDataExportRunner.crossTenant.test.js,Multiple export vulnerabilities including S3 path prediction,Open,,
14,HIGH,GraphQL __resolveReference skips per-resource scope revalidation on batch resolution,src/graphqlv2/dataLoader.js,https://github.com/icanbwell/fhir-server/blob/main/src/graphqlv2/dataLoader.js,src/tests/unit/graphql/resolvers/graphqlResolver.crossTenant.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/graphql/resolvers/graphqlResolver.crossTenant.test.js,Batch queries mix resources from multiple tenants without per-item check,Open,,
15,HIGH,Merge allows writing resources with attacker-controlled owner/access tags,src/operations/merge/merge.js,https://github.com/icanbwell/fhir-server/blob/main/src/operations/merge/merge.js,src/tests/unit/operations/merge/mergeCrossTenantWrite.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/operations/merge/mergeCrossTenantWrite.test.js,Patient-scoped merge creates resources with arbitrary owner tags,Open,,
16,HIGH,_history applies security filtering at resource level only — not per-version entry,src/operations/history/history.js,https://github.com/icanbwell/fhir-server/blob/main/src/operations/history/history.js,src/tests/unit/operations/history/historyCrossTenant.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/operations/history/historyCrossTenant.test.js,Version entries from before consent exposed; stale access codes leaked,Open,,
17,HIGH,writeAllowedByScopesValidator returns true for non-patient-filterable resources unconditionally,src/operations/security/scopesValidator.js,https://github.com/icanbwell/fhir-server/blob/main/src/operations/security/scopesValidator.js,src/tests/unit/operations/security/writeAuthorizationBypass.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/operations/security/writeAuthorizationBypass.test.js,Patient-scoped writes bypass for Organization/Practitioner/CodeSystem/ValueSet,Open,,
18,HIGH,Merge allows cross-tenant Person/Patient link injection without access tag verification,src/operations/merge/merge.js,https://github.com/icanbwell/fhir-server/blob/main/src/operations/merge/merge.js,src/tests/unit/operations/merge/merge.crossTenant.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/operations/merge/merge.crossTenant.test.js,Merge without access tag check links patient across tenant boundaries,Open,,
19,HIGH,PROA consent cache missing generation tracking — getGenerationForId returns undefined,src/operations/search/consentManagers/proaConsentManager.js,https://github.com/icanbwell/fhir-server/blob/main/src/operations/search/consentManagers/proaConsentManager.js,src/tests/unit/operations/search/proaConsentVulnerabilities.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/operations/search/proaConsentVulnerabilities.test.js,Consent changes never invalidate cache — stale data served indefinitely,Open,INC-331,
20,HIGH,Admin write operations don't require write scope — restricted user types allowed,src/middleware/admin.js,https://github.com/icanbwell/fhir-server/blob/main/src/middleware/admin.js,src/tests/unit/middleware/adminAuthorizationGaps.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/middleware/adminAuthorizationGaps.test.js,CMS partner users with limited scopes can perform admin writes,Open,,
21,HIGH,_include/_revinclude graph traversal overrides tenant ID filtering,src/operations/query/searchQuery.js,https://github.com/icanbwell/fhir-server/blob/main/src/operations/query/searchQuery.js,src/tests/unit/operations/query/searchQuery.crossTenant.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/operations/query/searchQuery.crossTenant.test.js,Graph traversal parameters bypass security tag filters,Open,,
22,HIGH,Bulk import scope validation not enforced — read-only scope allows resource writes via Kafka,src/operations/import/bulkImportConsumerRunner.js,https://github.com/icanbwell/fhir-server/blob/main/src/operations/import/bulkImportConsumerRunner.js,src/tests/unit/operations/import/bulkImportTenantIsolation.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/operations/import/bulkImportTenantIsolation.test.js,Kafka message scope not checked; any scope attempts write,Open,,
23,HIGH,Person expansion follows cross-tenant Person links without tenant isolation,src/utils/personToPatientIdsExpander.js,https://github.com/icanbwell/fhir-server/blob/main/src/utils/personToPatientIdsExpander.js,src/tests/unit/utils/personToPatientIdsExpander.crossTenant.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/utils/personToPatientIdsExpander.crossTenant.test.js,Cross-tenant Person links traversed — expands patient scope to other tenants,Open,,
24,HIGH,Access logs store raw JWT tokens and full PHI request bodies without redaction,src/utils/accessLogger.js,https://github.com/icanbwell/fhir-server/blob/main/src/utils/accessLogger.js,src/tests/unit/utils/credentialExposureInLogs.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/utils/credentialExposureInLogs.test.js,HITRUST 09.ad: credentials and health data in log database,Open,,
25,MEDIUM,Concurrent $merge race causes meta.security exponential duplication,src/operations/merge/merge.js,https://github.com/icanbwell/fhir-server/blob/main/src/operations/merge/merge.js,src/tests/unit/operations/merge/mergeSecurityTagRace.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/operations/merge/mergeSecurityTagRace.test.js,Race bloats meta.security; CDC events exceed Kafka limit,Open,INC-316/317,
26,MEDIUM,Error responses expose MongoDB connection strings and internal file paths and stack traces,src/utils/convertErrorToOperationOutcome.js,https://github.com/icanbwell/fhir-server/blob/main/src/utils/convertErrorToOperationOutcome.js,src/tests/unit/middleware/errorInformationDisclosure.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/middleware/errorInformationDisclosure.test.js,Production IPs/paths/collection names in 5xx responses,Open,,
27,MEDIUM,PatientEverythingCacheKeyGenerator missing _type parameter in cache key,src/operations/everything/patientEverythingCacheKeyGenerator.js,https://github.com/icanbwell/fhir-server/blob/main/src/operations/everything/patientEverythingCacheKeyGenerator.js,src/tests/unit/operations/everything/patientEverythingCacheKeyGenerator.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/operations/everything/patientEverythingCacheKeyGenerator.test.js,Different resource type requests share same cache entry,Open,INC-331,
28,MEDIUM,PROA consent period not validated — expired/future consent still grants access,src/operations/search/consentManagers/proaConsentManager.js,https://github.com/icanbwell/fhir-server/blob/main/src/operations/search/consentManagers/proaConsentManager.js,src/tests/unit/operations/search/proaConsentVulnerabilities.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/operations/search/proaConsentVulnerabilities.test.js,Stale PROA consent permits access outside consent period window,Open,,
29,MEDIUM,DataSharingManager caches allowedPatientIds without keying on securityTags,src/operations/search/consentManagers/dataSharingManager.js,https://github.com/icanbwell/fhir-server/blob/main/src/operations/search/consentManagers/dataSharingManager.js,src/tests/unit/operations/search/proaConsentVulnerabilities.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/operations/search/proaConsentVulnerabilities.test.js,Consent cache shared across tenants with different security tags,Open,,
30,MEDIUM,Security tag filter not combined with $and — OR bypass via data sharing clauses,src/operations/query/searchQuery.js,https://github.com/icanbwell/fhir-server/blob/main/src/operations/query/searchQuery.js,src/tests/unit/operations/query/searchQuery.crossTenant.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/operations/query/searchQuery.crossTenant.test.js,$or in data sharing bypasses security tag AND requirement,Open,,
31,MEDIUM,canWriteResourceAsync returns true without validating owner tag matches request,src/operations/security/scopesManager.js,https://github.com/icanbwell/fhir-server/blob/main/src/operations/security/scopesManager.js,src/tests/unit/operations/security/writeAuthorizationBypass.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/operations/security/writeAuthorizationBypass.test.js,Writes non-patient-filterable resources without owner tag verification,Open,,
32,MEDIUM,Webhook PHI leakage — Subscription change events missing tenant isolation metadata,src/utils/changeEventProducer.js,https://github.com/icanbwell/fhir-server/blob/main/src/utils/changeEventProducer.js,src/tests/unit/operations/subscription/webhookPhiLeakage.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/operations/subscription/webhookPhiLeakage.test.js,Kafka events lack tenant context for downstream filtering,Open,,
33,MEDIUM,Audit logging gaps: PATCH/_history/ExportById/admin ops have NO audit events,src/operations/ (multiple),https://github.com/icanbwell/fhir-server/blob/main/src/operations/,src/tests/unit/operations/audit/auditLoggingGaps.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/operations/audit/auditLoggingGaps.test.js,HITRUST 09.aa: cross-tenant breaches undetectable forensically,Open,,
34,MEDIUM,All audit events hardcode owner: bwell regardless of accessed tenant,src/operations/ (multiple),https://github.com/icanbwell/fhir-server/blob/main/src/operations/,src/tests/unit/operations/audit/auditLoggingGaps.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/operations/audit/auditLoggingGaps.test.js,Cross-tenant breach detection impossible via audit queries,Open,,
35,MEDIUM,Audit deferred via postRequestProcessor — aborted requests lose audit trail,src/operations/ (multiple),https://github.com/icanbwell/fhir-server/blob/main/src/operations/,src/tests/unit/operations/audit/auditLoggingGaps.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/operations/audit/auditLoggingGaps.test.js,Data read but no trail persisted if request aborts,Open,,
36,MEDIUM,Single env var enableAccessAuditEvent=false silently drops ALL audit,src/operations/ (multiple),https://github.com/icanbwell/fhir-server/blob/main/src/operations/,src/tests/unit/operations/audit/auditLoggingGaps.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/operations/audit/auditLoggingGaps.test.js,Config misconfiguration = total compliance failure,Open,,
37,LOW,Person resource creation has no rate limiting (2.4M records/day undetected),src/operations/create/create.js,https://github.com/icanbwell/fhir-server/blob/main/src/operations/create/create.js,src/tests/unit/operations/create/createRateLimiting.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/operations/create/createRateLimiting.test.js,INC-322 pattern; device quota compensating control exists,Open,INC-322,
38,LOW,Person creation lacks explicit TOS consent verification,src/operations/create/create.js,https://github.com/icanbwell/fhir-server/blob/main/src/operations/create/create.js,src/tests/unit/operations/create/createRateLimiting.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/operations/create/createRateLimiting.test.js,Existing consent model compensates; INC-322 pattern,Open,INC-322,
39,LOW,JWKS cache thundering herd: concurrent requests fetch same key instead of coalescing,src/strategies/authService.js,https://github.com/icanbwell/fhir-server/blob/main/src/strategies/authService.js,src/tests/unit/strategies/jwtCacheThunderingHerd.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/strategies/jwtCacheThunderingHerd.test.js,INC-311/315 pattern; rate limiter raised to 60 req/min mitigates,Open,INC-311/315,
40,LOW,Auth infrastructure failures return 401 instead of 503,src/strategies/authService.js,https://github.com/icanbwell/fhir-server/blob/main/src/strategies/authService.js,src/tests/unit/strategies/authFailureMode.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/strategies/authFailureMode.test.js,INC-322 pattern; retry behavior elsewhere compensates,Open,INC-322,
41,LOW,meta.security array has no size cap or deduplication on write,src/operations/merge/merge.js,https://github.com/icanbwell/fhir-server/blob/main/src/operations/merge/merge.js,src/tests/unit/operations/merge/metaSecurityDeduplication.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/operations/merge/metaSecurityDeduplication.test.js,INC-316/317; unbounded growth until 16MB crash but dedup exists,Open,INC-316/317,
42,LOW,Bulk import validation not equivalent to create/update flow,src/operations/import/bulkImportConsumerRunner.js,https://github.com/icanbwell/fhir-server/blob/main/src/operations/import/bulkImportConsumerRunner.js,src/tests/unit/operations/import/bulkImportTenantIsolation.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/operations/import/bulkImportTenantIsolation.test.js,Null system security tags not caught; bypasses validation parity,Open,,
43,LOW,Bulk import cross-tenant reference validation missing,src/operations/import/bulkImportConsumerRunner.js,https://github.com/icanbwell/fhir-server/blob/main/src/operations/import/bulkImportConsumerRunner.js,src/tests/unit/operations/import/bulkImportTenantIsolation.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/operations/import/bulkImportTenantIsolation.test.js,Observation can reference cross-tenant Patient; reference validation may exist elsewhere,Open,,
44,MEDIUM,TypeError crash in bulk inserter when same resource is merged twice in one batch ([...null] spread),src/dataLayer/fastDatabaseBulkInserter.js:572,https://github.com/icanbwell/fhir-server/blob/main/src/dataLayer/fastDatabaseBulkInserter.js#L572,src/tests/unit/dataLayer/databaseBulkInserter.nullPatches.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/dataLayer/databaseBulkInserter.nullPatches.test.js,Crash on concurrent merge of same resource in single batch — data loss/retry storm,Open,,https://icanbwell.atlassian.net/browse/TIP-7771
45,CRITICAL,accessColumnHandler never clears _access when security tags removed — stale tenant access persists,src/preSaveHandlers/handlers/accessColumnHandler.js,https://github.com/icanbwell/fhir-server/blob/main/src/preSaveHandlers/handlers/accessColumnHandler.js,src/tests/unit/preSaveHandlers/accessColumnHandler.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/preSaveHandlers/accessColumnHandler.test.js,_access drives ALL MongoDB tenant queries — stale values = permanent cross-tenant exposure,Open,,
46,HIGH,ownerColumnHandler uses array[0] ordering — concurrent $merge can flip resource ownership,src/preSaveHandlers/handlers/ownerColumnHandler.js,https://github.com/icanbwell/fhir-server/blob/main/src/preSaveHandlers/handlers/ownerColumnHandler.js,src/tests/unit/preSaveHandlers/ownerColumnHandler.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/preSaveHandlers/ownerColumnHandler.test.js,Non-deterministic first-access-code selection assigns wrong tenant as owner,Open,,
47,CRITICAL,patientProxyQueryRewriter expands person.XYZ without tenant/security filter,src/queryRewriters/rewriters/patientProxyQueryRewriter.js,https://github.com/icanbwell/fhir-server/blob/main/src/queryRewriters/rewriters/patientProxyQueryRewriter.js,src/tests/unit/queryRewriters/patientProxyQueryRewriter.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/queryRewriters/patientProxyQueryRewriter.test.js,Person expansion returns patients from ALL tenants — cross-tenant data in query results,Open,,
48,HIGH,patientProxyQueryRewriter expands ALL person.* params on non-Patient resources,src/queryRewriters/rewriters/patientProxyQueryRewriter.js,https://github.com/icanbwell/fhir-server/blob/main/src/queryRewriters/rewriters/patientProxyQueryRewriter.js,src/tests/unit/queryRewriters/patientProxyQueryRewriter.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/queryRewriters/patientProxyQueryRewriter.test.js,Any param starting with person. triggers expansion on non-Patient resources — DoS vector,Open,,
49,HIGH,referenceQueryRewriter newValues.join() enables comma injection in MongoDB queries,src/queryRewriters/rewriters/referenceQueryRewriter.js,https://github.com/icanbwell/fhir-server/blob/main/src/queryRewriters/rewriters/referenceQueryRewriter.js,src/tests/unit/queryRewriters/referenceQueryRewriter.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/queryRewriters/referenceQueryRewriter.test.js,Attacker injects commas in reference values to add arbitrary UUIDs to query results,Open,,
50,HIGH,referenceQueryRewriter uses attacker-controlled sourceAssigningAuthority in UUID generation,src/queryRewriters/rewriters/referenceQueryRewriter.js,https://github.com/icanbwell/fhir-server/blob/main/src/queryRewriters/rewriters/referenceQueryRewriter.js,src/tests/unit/queryRewriters/referenceQueryRewriter.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/queryRewriters/referenceQueryRewriter.test.js,Crafted sourceAssigningAuthority generates predictable UUIDs targeting other tenants' resources,Open,,
51,CRITICAL,forbidForUserTypes middleware calls next() when req.authInfo is undefined — unauthenticated bypass,src/middleware/forbidForUserTypes.middleware.js,https://github.com/icanbwell/fhir-server/blob/main/src/middleware/forbidForUserTypes.middleware.js,src/tests/unit/middleware/forbidForUserTypes.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/middleware/forbidForUserTypes.test.js,Missing authInfo = bypass ALL user-type restrictions — unauthenticated requests pass through,Open,,
52,HIGH,graphqlServerV2 exposes entire IoC container to all resolvers via context,src/middleware/graphql/graphqlServerV2.js,https://github.com/icanbwell/fhir-server/blob/main/src/middleware/graphql/graphqlServerV2.js,src/tests/unit/middleware/graphql/graphqlServerV2.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/middleware/graphql/graphqlServerV2.test.js,Any GraphQL resolver can access databaseAttachmentManager/configManager/internal services,Open,,
53,HIGH,graphqlServerV2 formatError leaks internal paths and connection strings in error messages,src/middleware/graphql/graphqlServerV2.js,https://github.com/icanbwell/fhir-server/blob/main/src/middleware/graphql/graphqlServerV2.js,src/tests/unit/middleware/graphql/graphqlServerV2.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/middleware/graphql/graphqlServerV2.test.js,Error messages passed through without sanitization — MongoDB URIs and file paths exposed,Open,,
54,CRITICAL,globalIdEnrichmentProvider: Prefer header global_id=true leaks internal _uuid values to any client,src/enrich/providers/globalIdEnrichmentProvider.js,https://github.com/icanbwell/fhir-server/blob/main/src/enrich/providers/globalIdEnrichmentProvider.js,src/tests/unit/enrich/globalIdEnrichmentProvider.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/enrich/globalIdEnrichmentProvider.test.js,Client-controlled header exposes internal UUIDs used for cross-tenant targeting,Open,,
55,HIGH,globalIdEnrichmentProvider: naive Prefer header parsing matches multi-directive headers incorrectly,src/enrich/providers/globalIdEnrichmentProvider.js:27,https://github.com/icanbwell/fhir-server/blob/main/src/enrich/providers/globalIdEnrichmentProvider.js#L27,src/tests/unit/enrich/globalIdEnrichmentProvider.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/enrich/globalIdEnrichmentProvider.test.js,split('=') on semicolon-separated Prefer directives causes false match triggering UUID leak,Open,,
56,HIGH,globalIdEnrichmentProvider: _sourceAssigningAuthority used in UUID generation without tenant validation,src/enrich/providers/globalIdEnrichmentProvider.js:62-79,https://github.com/icanbwell/fhir-server/blob/main/src/enrich/providers/globalIdEnrichmentProvider.js#L62,src/tests/unit/enrich/globalIdEnrichmentProvider.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/enrich/globalIdEnrichmentProvider.test.js,Attacker-controlled sourceAssigningAuthority generates UUIDs referencing wrong tenant resources,Open,,
57,HIGH,metaUuidEnrichmentProvider: client-controlled _metaUuid=true leaks internal _uuid in meta.tag,src/enrich/providers/metaUuidEnrichmentProvider.js,https://github.com/icanbwell/fhir-server/blob/main/src/enrich/providers/metaUuidEnrichmentProvider.js,src/tests/unit/enrich/metaUuidEnrichmentProvider.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/enrich/metaUuidEnrichmentProvider.test.js,Any authenticated user can expose internal UUIDs for cross-tenant resource targeting,Open,,
58,MEDIUM,sourceIdColumnHandler: _sourceId set from resource.id without tenant namespace — cross-tenant collisions,src/preSaveHandlers/handlers/sourceIdColumnHandler.js,https://github.com/icanbwell/fhir-server/blob/main/src/preSaveHandlers/handlers/sourceIdColumnHandler.js,src/tests/unit/preSaveHandlers/sourceIdColumnHandler.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/preSaveHandlers/sourceIdColumnHandler.test.js,Same resource ID from different tenants gets same _sourceId enabling cross-tenant lookups,Open,,
59,HIGH,accessLogTransformer passes JWT tokens and PHI request bodies verbatim to ClickHouse,src/dataLayer/clickHouse/accessLogTransformer.js,https://github.com/icanbwell/fhir-server/blob/main/src/dataLayer/clickHouse/accessLogTransformer.js,src/tests/unit/dataLayer/accessLogTransformer.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/dataLayer/accessLogTransformer.test.js,Full JWTs and PHI in query params/bodies stored permanently in analytics DB without redaction,Open,,
60,MEDIUM,bulkImportOrchestratorRunner logs full S3 URIs containing potential PHI in filenames,src/operations/import/bulkImportOrchestratorRunner.js,https://github.com/icanbwell/fhir-server/blob/main/src/operations/import/bulkImportOrchestratorRunner.js,src/tests/unit/operations/import/bulkImportOrchestratorRunner.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/operations/import/bulkImportOrchestratorRunner.test.js,PHI in S3 paths logged without redaction; no scope validation on Kafka messages,Open,,
61,MEDIUM,proxyPatientReferenceEnrichmentProvider: no cross-tenant validation on proxy patient IDs,src/enrich/providers/proxyPatientReferenceEnrichmentProvider.js,https://github.com/icanbwell/fhir-server/blob/main/src/enrich/providers/proxyPatientReferenceEnrichmentProvider.js,src/tests/unit/enrich/proxyPatientReferenceEnrichmentProvider.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/enrich/proxyPatientReferenceEnrichmentProvider.test.js,findPersonIdFromMap matches on internal _uuid without tenant isolation,Open,,
62,MEDIUM,hashedReferencesEnrichmentProvider: client-controlled _hash_references enables cross-batch resource collision,src/enrich/providers/hashedReferencesEnrichmentProvider.js,https://github.com/icanbwell/fhir-server/blob/main/src/enrich/providers/hashedReferencesEnrichmentProvider.js,src/tests/unit/enrich/hashedReferencesEnrichmentProvider.test.js,https://github.com/icanbwell/fhir-server/blob/chore/add-unit-test-suite/src/tests/unit/enrich/hashedReferencesEnrichmentProvider.test.js,Client-controlled hash_references=true plus cross-batch ID collision = wrong resource linkage,Open,,
